Fractal_Dimension,2.3496602505310364
Coefficients,-2.3496602505310364
,13.9481406520849109
Size,Box_Count
20,908
19,1040
18,1194
17,1369
16,1620
15,1903
14,2303
13,2783
12,3453
11,4321
10,5483
9,7231
8,9626
7,13214
6,18802
5,27723
4,44179
3,79466
2,186233
