Percent Threshold (BV5),Fractal Dimension
0,2.17139101238
5,2.16803192339
10,2.16411227109
15,2.16530098379
20,2.16032376049
25,2.15545323694
30,2.14921615885
35,2.14231870969
40,2.15619204503
45,2.14637005977
50,2.13636873215
55,2.12422403364
60,2.11132347496
65,2.09575045733
70,2.10222593993
75,2.07840785597
80,2.05650880603
85,2.02936728486
90,1.97922832659
95,1.91099778381
100,1.65678332981
