Percent Threshold (BV5),Fractal Dimension
0,2.23826430375
5,2.2354468725
10,2.23172446337
15,2.22771338393
20,2.22335545565
25,2.21782448242
30,2.21127614389
35,2.20444000865
40,2.19599622864
45,2.18645822073
50,2.1750174527
55,2.16256385729
60,2.14954725389
65,2.13134492055
70,2.11040251726
75,2.08445112015
80,2.05301589255
85,2.0338432028
90,2.00268672158
95,1.93161477081
100,1.72798277974
