Percent Threshold (BV5),Fractal Dimension
0,2.23564491886
5,2.23293826718
10,2.2293147539
15,2.22502977642
20,2.21996951981
25,2.21632897369
30,2.20981229055
35,2.20228545883
40,2.19490987666
45,2.18506656043
50,2.17386871291
55,2.16055982433
60,2.14558891142
65,2.13002050669
70,2.10961413177
75,2.08606294673
80,2.05640134816
85,2.01865021927
90,1.96890844272
95,1.89411076512
100,1.72582303659
