Percent Threshold (BV5),Fractal Dimension
0,2.25630979959
5,2.25329133561
10,2.24957234655
15,2.24499074165
20,2.23996563569
25,2.23415791524
30,2.22754177637
35,2.22121275751
40,2.21272141998
45,2.20320122751
50,2.19318111364
55,2.18101680695
60,2.1668514505
65,2.15153887775
70,2.13200931737
75,2.11058066882
80,2.08697975229
85,2.05078304182
90,2.00132255078
95,1.94228399426
100,1.70098074134
