Percent Threshold (BV5),Fractal Dimension
0,2.1668248938
5,2.16421868059
10,2.16146081284
15,2.15739210015
20,2.15433040853
25,2.1483022462
30,2.14385287562
35,2.1364367147
40,2.12928521198
45,2.11929198526
50,2.11051493639
55,2.09875672793
60,2.08510146676
65,2.06920935177
70,2.05276737188
75,2.0292682488
80,2.00425044229
85,1.97422413151
90,1.93090945002
95,1.86124552987
100,1.69969707034
