Percent Threshold (BV5),Fractal Dimension
0,2.27503270341
5,2.27207818519
10,2.26828135604
15,2.26379597239
20,2.25891235846
25,2.25306577955
30,2.24954041567
35,2.24271066327
40,2.23463095027
45,2.22812679974
50,2.21752627343
55,2.20848762511
60,2.19374748711
65,2.17743431214
70,2.15820249829
75,2.13622049143
80,2.10977998417
85,2.07271043442
90,2.02502096331
95,1.95479498362
100,1.69362162598
