Percent Threshold (BV5),Fractal Dimension
0,2.17392484878
5,2.17108521809
10,2.16725507519
15,2.16323541182
20,2.15852831238
25,2.1527754201
30,2.14608855296
35,2.13881066972
40,2.13052572279
45,2.12137608827
50,2.10961308039
55,2.09720333957
60,2.08631358566
65,2.06754481657
70,2.04547862605
75,2.01901142984
80,2.01754124947
85,1.98349732949
90,1.97510754998
95,1.89744635089
100,1.64476510299
