Percent Threshold (BV5),Fractal Dimension
0,2.23760811896
5,2.23467065541
10,2.23170699276
15,2.22738685765
20,2.2225993534
25,2.21722412188
30,2.21094719951
35,2.20316767993
40,2.19484930085
45,2.19134692894
50,2.18040125303
55,2.16768052468
60,2.15314986964
65,2.13526391786
70,2.11609373096
75,2.09313746533
80,2.06350969136
85,2.03491491093
90,1.98979163511
95,1.91404344837
100,1.65289565603
