Percent Threshold (BV5),Fractal Dimension
0,2.23859919508
5,2.23577331811
10,2.23233971983
15,2.22808034268
20,2.22325056219
25,2.21842285412
30,2.21233505483
35,2.2060906504
40,2.19784422371
45,2.1884366989
50,2.17832813871
55,2.16623963492
60,2.15235671901
65,2.13705464947
70,2.11905312044
75,2.09884301969
80,2.07718258762
85,2.08022786734
90,2.04522506854
95,1.98721966617
100,1.7429259965
