Percent Threshold (BV5),Fractal Dimension
0,2.21283474713
5,2.21174621963
10,2.20833557232
15,2.20433241451
20,2.1996046226
25,2.19387720887
30,2.18770963865
35,2.18069618947
40,2.18038301969
45,2.17977334904
50,2.17327852696
55,2.16147719931
60,2.14825545504
65,2.13290672206
70,2.11460274267
75,2.09225042553
80,2.06365896843
85,2.0284154976
90,1.98322602599
95,1.94470753727
100,1.66967475493
