Percent Threshold (BV5),Fractal Dimension
0,2.29151780743
5,2.28862183102
10,2.28472663868
15,2.28035477162
20,2.27561834035
25,2.26970416594
30,2.26882728551
35,2.26155715235
40,2.25387393159
45,2.25000231359
50,2.23898479184
55,2.2330655315
60,2.21817285538
65,2.20095550939
70,2.18195350441
75,2.15958881139
80,2.13018166671
85,2.09222714298
90,2.04683994721
95,1.97311762617
100,1.68670397533
