Percent Threshold (BV5),Fractal Dimension
0,2.26686713159
5,2.2640860578
10,2.26107563821
15,2.25758083629
20,2.25377048917
25,2.24923067514
30,2.2438977444
35,2.23827316046
40,2.23146914114
45,2.22383012604
50,2.2151962589
55,2.20499193854
60,2.19268492651
65,2.1772662921
70,2.15856983288
75,2.13502975705
80,2.10789256688
85,2.07245732789
90,2.02878201944
95,1.96222260858
100,1.58097531578
