Percent Threshold (BV5),Fractal Dimension
0,2.16808164755
5,2.16533861249
10,2.16168746166
15,2.15757463196
20,2.15315851088
25,2.14784254523
30,2.14130775821
35,2.13430209936
40,2.1263330037
45,2.11857760725
50,2.10697097934
55,2.09551393852
60,2.08365369741
65,2.06953154771
70,2.05995530632
75,2.09641597813
80,2.06929195952
85,2.04665015252
90,2.00194643533
95,1.93037313932
100,1.62445323403
