Percent Threshold (BV5),Fractal Dimension
0,2.33140375724
5,2.328822539
10,2.32547460586
15,2.32134666304
20,2.31661623906
25,2.3112030286
30,2.30509474865
35,2.29820545023
40,2.29060827534
45,2.28297597055
50,2.27386133614
55,2.26233031828
60,2.24924172112
65,2.23505093645
70,2.21630754192
75,2.19365786138
80,2.16663750883
85,2.13025780312
90,2.0804965386
95,2.01761125162
100,1.71086890343
