Percent Threshold (BV5),Fractal Dimension
0,2.22684932452
5,2.22380846961
10,2.21979009561
15,2.21525955407
20,2.21010380303
25,2.20419083065
30,2.19720934759
35,2.18920796856
40,2.18019908446
45,2.17032533456
50,2.16701966891
55,2.15493948606
60,2.13894882694
65,2.12084909197
70,2.1018134756
75,2.0755973529
80,2.05257780589
85,2.015012105
90,1.98785992983
95,1.94522912389
100,1.74500825477
