Percent Threshold (BV5),Fractal Dimension
0,2.18580142862
5,2.18277443227
10,2.17924628222
15,2.17493898683
20,2.17006849134
25,2.16445794563
30,2.15919725616
35,2.1521779314
40,2.14476771045
45,2.13582894241
50,2.12512580526
55,2.1135890148
60,2.09946739377
65,2.08206483532
70,2.06194709393
75,2.04056915017
80,2.01408610074
85,1.98100112164
90,1.9502113561
95,1.90129433919
100,1.85662793639
