Percent Threshold (BV5),Fractal Dimension
0,2.33258514269
5,2.32986802041
10,2.32679420346
15,2.32317825794
20,2.31938061806
25,2.31477134028
30,2.309487027
35,2.30362395899
40,2.29694839119
45,2.28899517631
50,2.28015641148
55,2.2694887742
60,2.25716381006
65,2.2419601581
70,2.22348120851
75,2.20117402482
80,2.17168638141
85,2.1374457829
90,2.09132780788
95,2.02457329022
100,1.67158853662
