Percent Threshold (BV5),Fractal Dimension
0,2.23876918805
5,2.23564616799
10,2.23194632801
15,2.24433830188
20,2.23919399754
25,2.23310904445
30,2.22622261523
35,2.21878283158
40,2.20987584292
45,2.19977952519
50,2.18793579913
55,2.17440367308
60,2.15955069633
65,2.14177562238
70,2.12372865444
75,2.09541241538
80,2.06235883494
85,2.04255496291
90,1.99518156741
95,1.91965402028
100,1.63285281978
