Percent Threshold (BV5),Fractal Dimension
0,2.21950512557
5,2.21665344428
10,2.21318170975
15,2.20882121122
20,2.2037888384
25,2.19875921284
30,2.19182271225
35,2.18438126055
40,2.17568517642
45,2.17043642072
50,2.16051158216
55,2.14767357491
60,2.13348550203
65,2.11633041098
70,2.09666930357
75,2.07789690285
80,2.04842965772
85,2.01972160349
90,1.9804796875
95,1.93127086343
100,1.72693192584
