Percent Threshold (BV5),Fractal Dimension
0,2.20879867775
5,2.2057663415
10,2.20203980949
15,2.19782083556
20,2.19300943062
25,2.18783254802
30,2.1817253386
35,2.17450164251
40,2.16674151476
45,2.15784145532
50,2.14772701686
55,2.13536602732
60,2.12099158361
65,2.10420550541
70,2.0835852316
75,2.05910548439
80,2.03178811036
85,1.99330681328
90,1.96890617074
95,1.89435994772
100,1.58044925379
