Fractal_Dimension,2.2032069575891149
Coefficients,-2.2032069575891149
,14.0062711828485611
Size,Box_Count
20,1561
18,2039
16,2693
14,3709
12,5267
10,7831
8,12610
6,23151
4,54934
2,263520
