Fractal_Dimension,1.8865405663084027
Coefficients,-1.8865405663084027
,12.5831780794493504
Size,Box_Count
20,999
18,1256
16,1592
14,2061
12,2765
10,3828
8,5685
6,9428
4,20097
2,83601
