Fractal_Dimension,2.3585065684781803
Coefficients,-2.3585065684781803
,14.145658994061254
Size,Box_Count
20,1097
18,1429
16,1954
14,2758
12,4078
10,6561
8,11346
6,21861
4,52976
2,245467
