Fractal_Dimension,2.518852291032982
Coefficients,-2.518852291032982
,15.746335103633445
Size,Box_Count
20,3487
19,4000
18,4608
17,5339
16,6255
15,7403
14,8869
13,10829
12,13358
11,16876
10,21696
9,28497
8,38607
7,53952
6,79000
5,122850
4,209304
3,415620
2,1115651
