Fractal_Dimension,2.2364024024777480
Coefficients,-2.2364024024777480
,13.8310474265131500
Size,Box_Count
20,1208
19,1369
18,1536
17,1774
16,2048
15,2366
14,2816
13,3381
12,4051
11,4910
10,6071
9,7624
8,9859
7,13192
6,18364
5,27203
4,44498
3,84690
2,218075
