Fractal_Dimension,2.0450521972037805
Coefficients,-2.0450521972037805
,13.1988571147357874
Size,Box_Count
20,1085
19,1232
18,1391
17,1629
16,1872
15,2164
14,2520
13,3001
12,3551
11,4209
10,5084
9,6225
8,7872
7,10161
6,13659
5,19292
4,30189
3,54849
2,133602
