Fractal_Dimension,1.9983381939752003
Coefficients,-1.9983381939752003
,13.1233068887415953
Size,Box_Count
20,1225
19,1369
18,1597
17,1755
16,2006
15,2337
14,2616
13,3016
12,3537
11,4224
10,5003
9,6156
8,7682
7,9847
6,13269
5,19040
4,29963
3,55339
2,138852
