Fractal_Dimension,2.2377105166837699
Coefficients,-2.2377105166837699
,13.2167456538906123
Size,Box_Count
20,651
18,827
16,1112
14,1519
12,2191
10,3302
8,5337
6,9859
4,23916
2,116568
