Fractal_Dimension,2.3000837077401126
Coefficients,-2.3000837077401126
,14.40288246211763
Size,Box_Count
20,1744
19,1984
18,2238
17,2606
16,3035
15,3578
14,4227
13,5068
12,6160
11,7544
10,9402
9,11869
8,15452
7,20798
6,29044
5,43437
4,71701
3,139146
2,366272
