Fractal_Dimension,1.8634370015535358
Coefficients,-1.8634370015535358
,11.956516673539266
Size,Box_Count
20,597
19,663
18,724
17,799
16,931
15,1020
14,1153
13,1307
12,1516
11,1768
10,2127
9,2559
8,3153
7,3950
6,5190
5,7305
4,11316
3,20195
2,48580
