Percent Threshold (BV5),Fractal Dimension
0,2.24788769803
5,2.24479099344
10,2.24055377161
15,2.23589540841
20,2.23007176925
25,2.22357333207
30,2.21716152622
35,2.20903047064
40,2.19986303459
45,2.190771021
50,2.17878473441
55,2.16625758532
60,2.15149465501
65,2.13374064122
70,2.11358955384
75,2.08800480482
80,2.05767111597
85,2.01666387049
90,1.9666841281
95,1.89643355233
100,1.60831840534
