Fractal_Dimension,2.3552624139978007
Coefficients,-2.3552624139978007
,14.9185776145062015
Size,Box_Count
20,2400
18,3147
16,4260
14,6038
12,8969
10,14232
8,24483
6,47500
4,115146
2,536194
