Fractal_Dimension,2.4866116855630436
Coefficients,-2.4866116855630436
,14.627764964360743
Size,Box_Count
20,1322
19,1473
18,1711
17,1964
16,2283
15,2668
14,3173
13,3790
12,4672
11,5789
10,7377
9,9619
8,12851
7,17921
6,26301
5,41325
4,71387
3,145465
2,402381
