Fractal_Dimension,1.862380992376043
Coefficients,-1.862380992376043
,12.775716377283366
Size,Box_Count
20,1300
19,1447
18,1627
17,1832
16,2041
15,2311
14,2671
13,3097
12,3536
11,4153
10,4959
9,5758
8,7247
7,9118
6,12050
5,16834
4,25493
3,45068
2,106666
