Fractal_Dimension,2.282625455623352
Coefficients,-2.282625455623352
,14.416590167023017
Size,Box_Count
294,4
293,5
292,5
291,5
290,5
289,5
288,5
287,5
286,5
285,5
284,5
283,5
282,5
281,5
280,6
279,6
278,6
277,6
276,6
275,6
274,6
273,6
272,6
271,6
270,6
269,6
268,6
267,6
266,6
265,6
264,6
263,7
262,7
261,7
260,7
259,7
258,7
257,7
256,7
255,7
254,8
253,8
252,8
251,8
250,8
249,8
248,8
247,8
246,8
245,8
244,8
243,8
242,8
241,8
240,8
239,8
238,8
237,8
236,8
235,8
234,8
233,8
232,8
231,8
230,8
229,8
228,8
227,8
226,8
225,8
224,8
223,8
222,8
221,8
220,8
219,8
218,8
217,8
216,8
215,8
214,8
213,8
212,8
211,8
210,8
209,8
208,8
207,8
206,8
205,8
204,8
203,8
202,8
201,8
200,8
199,8
198,9
197,10
196,10
195,10
194,10
193,10
192,10
191,10
190,10
189,10
188,10
187,10
186,10
185,10
184,10
183,11
182,11
181,12
180,12
179,12
178,12
177,12
176,12
175,12
174,12
173,12
172,12
171,12
170,12
169,13
168,14
167,15
166,16
165,16
164,16
163,16
162,16
161,16
160,16
159,16
158,16
157,16
156,16
155,16
154,16
153,16
152,17
151,17
150,17
149,17
148,17
147,17
146,19
145,20
144,20
143,20
142,22
141,22
140,23
139,24
138,24
137,24
136,24
135,24
134,24
133,24
132,25
131,28
130,28
129,28
128,28
127,29
126,29
125,30
124,32
123,32
122,32
121,32
120,32
119,32
118,33
117,33
116,34
115,34
114,34
113,35
112,36
111,37
110,37
109,37
108,37
107,39
106,39
105,40
104,40
103,41
102,41
101,43
100,44
99,45
98,46
97,50
96,51
95,54
94,54
93,55
92,57
91,58
90,60
89,60
88,61
87,64
86,66
85,69
84,74
83,76
82,78
81,77
80,80
79,83
78,83
77,85
76,88
75,92
74,93
73,99
72,101
71,105
70,110
69,112
68,114
67,117
66,122
65,131
64,136
63,137
62,141
61,144
60,152
59,152
58,166
57,168
56,180
55,196
54,203
53,212
52,216
51,223
50,234
49,237
48,247
47,269
46,285
45,297
44,312
43,337
42,351
41,373
40,385
39,414
38,440
37,471
36,502
35,548
34,570
33,614
32,673
31,713
30,776
29,849
28,909
27,1001
26,1099
25,1219
24,1344
23,1483
22,1638
21,1871
20,2098
19,2380
18,2746
17,3139
16,3681
15,4333
14,5108
13,6206
12,7538
11,9236
10,11564
9,14570
8,18726
7,25017
6,34682
5,50928
4,82350
3,155675
2,396781
