SID,050_pect_phfirst_012213_5mmfilter1_leftLungVesselParticles
Fractal Dimension,2.4065
Linear Fit,y = -2.4065x + 13.9591
FD @ 1st Root,2.5440
FD @ 2nd Root,2.2406
