Fractal_Dimension,2.058427713260191
Coefficients,-2.058427713260191
,13.940108917422402
Size,Box_Count
20,2163
19,2471
18,2826
17,3250
16,3723
15,4320
14,5068
13,6069
12,7172
11,8599
10,10420
9,13074
8,16304
7,21122
6,28476
5,40356
4,62597
3,112247
2,267795
